inputa[12]	inputb[12]	operation[3]	aluout[12]	overflow	carry	zero	
111111111101	000000000101	010	111111111000	0	0	0
111111111110	000000000101	010	111111111011	0	0	0
111111111111	000000000101	010	111111111010	0	0	0
000000000000	000000000110	010	000000000110	0	0	0
000000000001	000000000110	010	000000000111	0	0	0
000000000010	000000000110	010	000000000100	0	0	0
000000000011	000000000110	010	000000000101	0	0	0
000000000100	000000000110	010	000000000010	0	0	0
000000000101	000000000110	010	000000000011	0	0	0
000000000110	000000000110	010	000000000000	0	0	1
000000000111	000000000110	010	000000000001	0	0	0
111111111000	000000000110	010	111111111110	0	0	0
111111111001	000000000110	010	111111111111	0	0	0
111111111010	000000000110	010	111111111100	0	0	0
111111111011	000000000110	010	111111111101	0	0	0
111111111100	000000000110	010	111111111010	0	0	0
111111111101	000000000110	010	111111111011	0	0	0
111111111110	000000000110	010	111111111000	0	0	0
111111111111	000000000110	010	111111111001	0	0	0
000000000000	000000000111	010	000000000111	0	0	0
000000000001	000000000111	010	000000000110	0	0	0
000000000010	000000000111	010	000000000101	0	0	0
000000000011	000000000111	010	000000000100	0	0	0
000000000100	000000000111	010	000000000011	0	0	0
000000000101	000000000111	010	000000000010	0	0	0
000000000110	000000000111	010	000000000001	0	0	0
000000000111	000000000111	010	000000000000	0	0	1
111111111000	000000000111	010	111111111111	0	0	0
111111111001	000000000111	010	111111111110	0	0	0
111111111010	000000000111	010	111111111101	0	0	0
111111111011	000000000111	010	111111111100	0	0	0
111111111100	000000000111	010	111111111011	0	0	0
111111111101	000000000111	010	111111111010	0	0	0
111111111110	000000000111	010	111111111001	0	0	0
111111111111	000000000111	010	111111111000	0	0	0
000000000000	111111111000	010	111111111000	0	0	0
000000000001	111111111000	010	111111111001	0	0	0
000000000010	111111111000	010	111111111010	0	0	0
000000000011	111111111000	010	111111111011	0	0	0
000000000100	111111111000	010	111111111100	0	0	0
000000000101	111111111000	010	111111111101	0	0	0
000000000110	111111111000	010	111111111110	0	0	0
000000000111	111111111000	010	111111111111	0	0	0
111111111000	111111111000	010	000000000000	0	0	1
111111111001	111111111000	010	000000000001	0	0	0
111111111010	111111111000	010	000000000010	0	0	0
111111111011	111111111000	010	000000000011	0	0	0
111111111100	111111111000	010	000000000100	0	0	0
111111111101	111111111000	010	000000000101	0	0	0
111111111110	111111111000	010	000000000110	0	0	0
111111111111	111111111000	010	000000000111	0	0	0
000000000000	111111111001	010	111111111001	0	0	0
000000000001	111111111001	010	111111111000	0	0	0
000000000010	111111111001	010	111111111011	0	0	0
000000000011	111111111001	010	111111111010	0	0	0
000000000100	111111111001	010	111111111101	0	0	0
000000000101	111111111001	010	111111111100	0	0	0
000000000110	111111111001	010	111111111111	0	0	0
000000000111	111111111001	010	111111111110	0	0	0
111111111000	111111111001	010	000000000001	0	0	0
111111111001	111111111001	010	000000000000	0	0	1
111111111010	111111111001	010	000000000011	0	0	0
111111111011	111111111001	010	000000000010	0	0	0
111111111100	111111111001	010	000000000101	0	0	0
111111111101	111111111001	010	000000000100	0	0	0
111111111110	111111111001	010	000000000111	0	0	0
111111111111	111111111001	010	000000000110	0	0	0
000000000000	111111111010	010	111111111010	0	0	0
000000000001	111111111010	010	111111111011	0	0	0
000000000010	111111111010	010	111111111000	0	0	0
000000000011	111111111010	010	111111111001	0	0	0
000000000100	111111111010	010	111111111110	0	0	0
000000000101	111111111010	010	111111111111	0	0	0
000000000110	111111111010	010	111111111100	0	0	0
000000000111	111111111010	010	111111111101	0	0	0
111111111000	111111111010	010	000000000010	0	0	0
111111111001	111111111010	010	000000000011	0	0	0
111111111010	111111111010	010	000000000000	0	0	1
111111111011	111111111010	010	000000000001	0	0	0
111111111100	111111111010	010	000000000110	0	0	0
111111111101	111111111010	010	000000000111	0	0	0
111111111110	111111111010	010	000000000100	0	0	0
111111111111	111111111010	010	000000000101	0	0	0
000000000000	111111111011	010	111111111011	0	0	0
000000000001	111111111011	010	111111111010	0	0	0
000000000010	111111111011	010	111111111001	0	0	0
000000000011	111111111011	010	111111111000	0	0	0
000000000100	111111111011	010	111111111111	0	0	0
000000000101	111111111011	010	111111111110	0	0	0
000000000110	111111111011	010	111111111101	0	0	0
000000000111	111111111011	010	111111111100	0	0	0
111111111000	111111111011	010	000000000011	0	0	0
111111111001	111111111011	010	000000000010	0	0	0
111111111010	111111111011	010	000000000001	0	0	0
111111111011	111111111011	010	000000000000	0	0	1
111111111100	111111111011	010	000000000111	0	0	0
111111111101	111111111011	010	000000000110	0	0	0
111111111110	111111111011	010	000000000101	0	0	0
111111111111	111111111011	010	000000000100	0	0	0
000000000000	111111111100	010	111111111100	0	0	0
000000000001	111111111100	010	111111111101	0	0	0
000000000010	111111111100	010	111111111110	0	0	0
000000000011	111111111100	010	111111111111	0	0	0
000000000100	111111111100	010	111111111000	0	0	0
000000000101	111111111100	010	111111111001	0	0	0
000000000110	111111111100	010	111111111010	0	0	0
000000000111	111111111100	010	111111111011	0	0	0
111111111000	111111111100	010	000000000100	0	0	0
111111111001	111111111100	010	000000000101	0	0	0
111111111010	111111111100	010	000000000110	0	0	0
111111111011	111111111100	010	000000000111	0	0	0
111111111100	111111111100	010	000000000000	0	0	1
111111111101	111111111100	010	000000000001	0	0	0
111111111110	111111111100	010	000000000010	0	0	0
111111111111	111111111100	010	000000000011	0	0	0
000000000000	111111111101	010	111111111101	0	0	0
000000000001	111111111101	010	111111111100	0	0	0
000000000010	111111111101	010	111111111111	0	0	0
000000000011	111111111101	010	111111111110	0	0	0
000000000100	111111111101	010	111111111001	0	0	0
000000000101	111111111101	010	111111111000	0	0	0
000000000110	111111111101	010	111111111011	0	0	0
000000000111	111111111101	010	111111111010	0	0	0
111111111000	111111111101	010	000000000101	0	0	0
111111111001	111111111101	010	000000000100	0	0	0
111111111010	111111111101	010	000000000111	0	0	0
111111111011	111111111101	010	000000000110	0	0	0
111111111100	111111111101	010	000000000001	0	0	0
111111111101	111111111101	010	000000000000	0	0	1
111111111110	111111111101	010	000000000011	0	0	0
111111111111	111111111101	010	000000000010	0	0	0
000000000000	111111111110	010	111111111110	0	0	0
000000000001	111111111110	010	111111111111	0	0	0
000000000010	111111111110	010	111111111100	0	0	0
000000000011	111111111110	010	111111111101	0	0	0
000000000100	111111111110	010	111111111010	0	0	0
000000000101	111111111110	010	111111111011	0	0	0
000000000110	111111111110	010	111111111000	0	0	0
000000000111	111111111110	010	111111111001	0	0	0
111111111000	111111111110	010	000000000110	0	0	0
111111111001	111111111110	010	000000000111	0	0	0
111111111010	111111111110	010	000000000100	0	0	0
111111111011	111111111110	010	000000000101	0	0	0
111111111100	111111111110	010	000000000010	0	0	0
111111111101	111111111110	010	000000000011	0	0	0
111111111110	111111111110	010	000000000000	0	0	1
111111111111	111111111110	010	000000000001	0	0	0
000000000000	111111111111	010	111111111111	0	0	0
000000000001	111111111111	010	111111111110	0	0	0
000000000010	111111111111	010	111111111101	0	0	0
000000000011	111111111111	010	111111111100	0	0	0
000000000100	111111111111	010	111111111011	0	0	0
000000000101	111111111111	010	111111111010	0	0	0
000000000110	111111111111	010	111111111001	0	0	0
000000000111	111111111111	010	111111111000	0	0	0
111111111000	111111111111	010	000000000111	0	0	0
111111111001	111111111111	010	000000000110	0	0	0
111111111010	111111111111	010	000000000101	0	0	0
111111111011	111111111111	010	000000000100	0	0	0
111111111100	111111111111	010	000000000011	0	0	0
111111111101	111111111111	010	000000000010	0	0	0
111111111110	111111111111	010	000000000001	0	0	0
111111111111	111111111111	010	000000000000	0	0	1
000000000000	000000000000	011	111111111111	0	0	0
000000000001	000000000000	011	111111111110	0	0	0
000000000010	000000000000	011	111111111101	0	0	0
000000000011	000000000000	011	111111111100	0	0	0
000000000100	000000000000	011	111111111011	0	0	0
000000000101	000000000000	011	111111111010	0	0	0
000000000110	000000000000	011	111111111001	0	0	0
000000000111	000000000000	011	111111111000	0	0	0
111111111000	000000000000	011	000000000111	0	0	0
111111111001	000000000000	011	000000000110	0	0	0
111111111010	000000000000	011	000000000101	0	0	0
111111111011	000000000000	011	000000000100	0	0	0
111111111100	000000000000	011	000000000011	0	0	0
111111111101	000000000000	011	000000000010	0	0	0
111111111110	000000000000	011	000000000001	0	0	0
111111111111	000000000000	011	000000000000	0	0	1
000000000000	000000000001	011	111111111111	0	0	0
000000000001	000000000001	011	111111111110	0	0	0
000000000010	000000000001	011	111111111101	0	0	0
000000000011	000000000001	011	111111111100	0	0	0
000000000100	000000000001	011	111111111011	0	0	0
000000000101	000000000001	011	111111111010	0	0	0
000000000110	000000000001	011	111111111001	0	0	0
000000000111	000000000001	011	111111111000	0	0	0
111111111000	000000000001	011	000000000111	0	0	0
111111111001	000000000001	011	000000000110	0	0	0
111111111010	000000000001	011	000000000101	0	0	0
111111111011	000000000001	011	000000000100	0	0	0
111111111100	000000000001	011	000000000011	0	0	0
111111111101	000000000001	011	000000000010	0	0	0
111111111110	000000000001	011	000000000001	0	0	0
111111111111	000000000001	011	000000000000	0	0	1
000000000000	000000000010	011	111111111111	0	0	0
000000000001	000000000010	011	111111111110	0	0	0
000000000010	000000000010	011	111111111101	0	0	0
000000000011	000000000010	011	111111111100	0	0	0
000000000100	000000000010	011	111111111011	0	0	0
000000000101	000000000010	011	111111111010	0	0	0
000000000110	000000000010	011	111111111001	0	0	0
000000000111	000000000010	011	111111111000	0	0	0
111111111000	000000000010	011	000000000111	0	0	0
111111111001	000000000010	011	000000000110	0	0	0
111111111010	000000000010	011	000000000101	0	0	0
111111111011	000000000010	011	000000000100	0	0	0
111111111100	000000000010	011	000000000011	0	0	0
111111111101	000000000010	011	000000000010	0	0	0
111111111110	000000000010	011	000000000001	0	0	0
111111111111	000000000010	011	000000000000	0	0	1
000000000000	000000000011	011	111111111111	0	0	0
000000000001	000000000011	011	111111111110	0	0	0
000000000010	000000000011	011	111111111101	0	0	0
000000000011	000000000011	011	111111111100	0	0	0
000000000100	000000000011	011	111111111011	0	0	0
000000000101	000000000011	011	111111111010	0	0	0
000000000110	000000000011	011	111111111001	0	0	0
000000000111	000000000011	011	111111111000	0	0	0
111111111000	000000000011	011	000000000111	0	0	0
111111111001	000000000011	011	000000000110	0	0	0
111111111010	000000000011	011	000000000101	0	0	0
111111111011	000000000011	011	000000000100	0	0	0
111111111100	000000000011	011	000000000011	0	0	0
111111111101	000000000011	011	000000000010	0	0	0
111111111110	000000000011	011	000000000001	0	0	0
111111111111	000000000011	011	000000000000	0	0	1
000000000000	000000000100	011	111111111111	0	0	0
000000000001	000000000100	011	111111111110	0	0	0
000000000010	000000000100	011	111111111101	0	0	0
000000000011	000000000100	011	111111111100	0	0	0
000000000100	000000000100	011	111111111011	0	0	0
000000000101	000000000100	011	111111111010	0	0	0
000000000110	000000000100	011	111111111001	0	0	0
000000000111	000000000100	011	111111111000	0	0	0
111111111000	000000000100	011	000000000111	0	0	0
111111111001	000000000100	011	000000000110	0	0	0
111111111010	000000000100	011	000000000101	0	0	0
111111111011	000000000100	011	000000000100	0	0	0
111111111100	000000000100	011	000000000011	0	0	0
111111111101	000000000100	011	000000000010	0	0	0
111111111110	000000000100	011	000000000001	0	0	0
111111111111	000000000100	011	000000000000	0	0	1
000000000000	000000000101	011	111111111111	0	0	0
000000000001	000000000101	011	111111111110	0	0	0
000000000010	000000000101	011	111111111101	0	0	0
000000000011	000000000101	011	111111111100	0	0	0
000000000100	000000000101	011	111111111011	0	0	0
000000000101	000000000101	011	111111111010	0	0	0
000000000110	000000000101	011	111111111001	0	0	0
000000000111	000000000101	011	111111111000	0	0	0
111111111000	000000000101	011	000000000111	0	0	0
111111111001	000000000101	011	000000000110	0	0	0
111111111010	000000000101	011	000000000101	0	0	0
111111111011	000000000101	011	000000000100	0	0	0
111111111100	000000000101	011	000000000011	0	0	0
111111111101	000000000101	011	000000000010	0	0	0
111111111110	000000000101	011	000000000001	0	0	0
111111111111	000000000101	011	000000000000	0	0	1
000000000000	000000000110	011	111111111111	0	0	0
000000000001	000000000110	011	111111111110	0	0	0
000000000010	000000000110	011	111111111101	0	0	0
000000000011	000000000110	011	111111111100	0	0	0
000000000100	000000000110	011	111111111011	0	0	0
000000000101	000000000110	011	111111111010	0	0	0
000000000110	000000000110	011	111111111001	0	0	0
000000000111	000000000110	011	111111111000	0	0	0
111111111000	000000000110	011	000000000111	0	0	0
111111111001	000000000110	011	000000000110	0	0	0
111111111010	000000000110	011	000000000101	0	0	0
111111111011	000000000110	011	000000000100	0	0	0
111111111100	000000000110	011	000000000011	0	0	0
111111111101	000000000110	011	000000000010	0	0	0
111111111110	000000000110	011	000000000001	0	0	0
111111111111	000000000110	011	000000000000	0	0	1
000000000000	000000000111	011	111111111111	0	0	0
000000000001	000000000111	011	111111111110	0	0	0
000000000010	000000000111	011	111111111101	0	0	0
000000000011	000000000111	011	111111111100	0	0	0
000000000100	000000000111	011	111111111011	0	0	0
000000000101	000000000111	011	111111111010	0	0	0
000000000110	000000000111	011	111111111001	0	0	0
000000000111	000000000111	011	111111111000	0	0	0
111111111000	000000000111	011	000000000111	0	0	0
111111111001	000000000111	011	000000000110	0	0	0
111111111010	000000000111	011	000000000101	0	0	0
111111111011	000000000111	011	000000000100	0	0	0
111111111100	000000000111	011	000000000011	0	0	0
111111111101	000000000111	011	000000000010	0	0	0
111111111110	000000000111	011	000000000001	0	0	0
111111111111	000000000111	011	000000000000	0	0	1
000000000000	111111111000	011	111111111111	0	0	0
000000000001	111111111000	011	111111111110	0	0	0
000000000010	111111111000	011	111111111101	0	0	0
000000000011	111111111000	011	111111111100	0	0	0
000000000100	111111111000	011	111111111011	0	0	0
000000000101	111111111000	011	111111111010	0	0	0
000000000110	111111111000	011	111111111001	0	0	0
000000000111	111111111000	011	111111111000	0	0	0
111111111000	111111111000	011	000000000111	0	0	0
111111111001	111111111000	011	000000000110	0	0	0
111111111010	111111111000	011	000000000101	0	0	0
111111111011	111111111000	011	000000000100	0	0	0
111111111100	111111111000	011	000000000011	0	0	0
111111111101	111111111000	011	000000000010	0	0	0
111111111110	111111111000	011	000000000001	0	0	0
111111111111	111111111000	011	000000000000	0	0	1
000000000000	111111111001	011	111111111111	0	0	0
000000000001	111111111001	011	111111111110	0	0	0
000000000010	111111111001	011	111111111101	0	0	0
000000000011	111111111001	011	111111111100	0	0	0
000000000100	111111111001	011	111111111011	0	0	0
000000000101	111111111001	011	111111111010	0	0	0
000000000110	111111111001	011	111111111001	0	0	0
000000000111	111111111001	011	111111111000	0	0	0
111111111000	111111111001	011	000000000111	0	0	0
111111111001	111111111001	011	000000000110	0	0	0
111111111010	111111111001	011	000000000101	0	0	0
111111111011	111111111001	011	000000000100	0	0	0
111111111100	111111111001	011	000000000011	0	0	0
111111111101	111111111001	011	000000000010	0	0	0
111111111110	111111111001	011	000000000001	0	0	0
111111111111	111111111001	011	000000000000	0	0	1
000000000000	111111111010	011	111111111111	0	0	0
000000000001	111111111010	011	111111111110	0	0	0
000000000010	111111111010	011	111111111101	0	0	0
000000000011	111111111010	011	111111111100	0	0	0
000000000100	111111111010	011	111111111011	0	0	0
000000000101	111111111010	011	111111111010	0	0	0
000000000110	111111111010	011	111111111001	0	0	0
000000000111	111111111010	011	111111111000	0	0	0
111111111000	111111111010	011	000000000111	0	0	0
111111111001	111111111010	011	000000000110	0	0	0
111111111010	111111111010	011	000000000101	0	0	0
111111111011	111111111010	011	000000000100	0	0	0
111111111100	111111111010	011	000000000011	0	0	0
111111111101	111111111010	011	000000000010	0	0	0
111111111110	111111111010	011	000000000001	0	0	0
111111111111	111111111010	011	000000000000	0	0	1
000000000000	111111111011	011	111111111111	0	0	0
000000000001	111111111011	011	111111111110	0	0	0
000000000010	111111111011	011	111111111101	0	0	0
000000000011	111111111011	011	111111111100	0	0	0
000000000100	111111111011	011	111111111011	0	0	0
000000000101	111111111011	011	111111111010	0	0	0
000000000110	111111111011	011	111111111001	0	0	0
000000000111	111111111011	011	111111111000	0	0	0
111111111000	111111111011	011	000000000111	0	0	0
111111111001	111111111011	011	000000000110	0	0	0
111111111010	111111111011	011	000000000101	0	0	0
111111111011	111111111011	011	000000000100	0	0	0
111111111100	111111111011	011	000000000011	0	0	0
111111111101	111111111011	011	000000000010	0	0	0
111111111110	111111111011	011	000000000001	0	0	0
111111111111	111111111011	011	000000000000	0	0	1
000000000000	111111111100	011	111111111111	0	0	0
000000000001	111111111100	011	111111111110	0	0	0
000000000010	111111111100	011	111111111101	0	0	0
000000000011	111111111100	011	111111111100	0	0	0
000000000100	111111111100	011	111111111011	0	0	0
000000000101	111111111100	011	111111111010	0	0	0
000000000110	111111111100	011	111111111001	0	0	0
000000000111	111111111100	011	111111111000	0	0	0
111111111000	111111111100	011	000000000111	0	0	0
111111111001	111111111100	011	000000000110	0	0	0
111111111010	111111111100	011	000000000101	0	0	0
111111111011	111111111100	011	000000000100	0	0	0
111111111100	111111111100	011	000000000011	0	0	0
111111111101	111111111100	011	000000000010	0	0	0
111111111110	111111111100	011	000000000001	0	0	0
111111111111	111111111100	011	000000000000	0	0	1
000000000000	111111111101	011	111111111111	0	0	0
000000000001	111111111101	011	111111111110	0	0	0
000000000010	111111111101	011	111111111101	0	0	0
000000000011	111111111101	011	111111111100	0	0	0
000000000100	111111111101	011	111111111011	0	0	0
000000000101	111111111101	011	111111111010	0	0	0
000000000110	111111111101	011	111111111001	0	0	0
000000000111	111111111101	011	111111111000	0	0	0
111111111000	111111111101	011	000000000111	0	0	0
111111111001	111111111101	011	000000000110	0	0	0
111111111010	111111111101	011	000000000101	0	0	0
111111111011	111111111101	011	000000000100	0	0	0
111111111100	111111111101	011	000000000011	0	0	0
111111111101	111111111101	011	000000000010	0	0	0
111111111110	111111111101	011	000000000001	0	0	0
111111111111	111111111101	011	000000000000	0	0	1
000000000000	111111111110	011	111111111111	0	0	0
000000000001	111111111110	011	111111111110	0	0	0
000000000010	111111111110	011	111111111101	0	0	0
000000000011	111111111110	011	111111111100	0	0	0
000000000100	111111111110	011	111111111011	0	0	0
000000000101	111111111110	011	111111111010	0	0	0
000000000110	111111111110	011	111111111001	0	0	0
000000000111	111111111110	011	111111111000	0	0	0
111111111000	111111111110	011	000000000111	0	0	0
111111111001	111111111110	011	000000000110	0	0	0
111111111010	111111111110	011	000000000101	0	0	0
111111111011	111111111110	011	000000000100	0	0	0
111111111100	111111111110	011	000000000011	0	0	0
111111111101	111111111110	011	000000000010	0	0	0
111111111110	111111111110	011	000000000001	0	0	0
111111111111	111111111110	011	000000000000	0	0	1
000000000000	111111111111	011	111111111111	0	0	0
000000000001	111111111111	011	111111111110	0	0	0
000000000010	111111111111	011	111111111101	0	0	0
000000000011	111111111111	011	111111111100	0	0	0
000000000100	111111111111	011	111111111011	0	0	0
000000000101	111111111111	011	111111111010	0	0	0
000000000110	111111111111	011	111111111001	0	0	0
000000000111	111111111111	011	111111111000	0	0	0
111111111000	111111111111	011	000000000111	0	0	0
111111111001	111111111111	011	000000000110	0	0	0
111111111010	111111111111	011	000000000101	0	0	0
111111111011	111111111111	011	000000000100	0	0	0
111111111100	111111111111	011	000000000011	0	0	0
111111111101	111111111111	011	000000000010	0	0	0
111111111110	111111111111	011	000000000001	0	0	0
111111111111	111111111111	011	000000000000	0	0	1
000000000000	000000000000	100	000000000000	0	0	1
000000000001	000000000000	100	000000000001	0	0	0
000000000010	000000000000	100	000000000010	0	0	0
000000000011	000000000000	100	000000000011	0	0	0
000000000100	000000000000	100	000000000100	0	0	0
000000000101	000000000000	100	000000000101	0	0	0
000000000110	000000000000	100	000000000110	0	0	0
000000000111	000000000000	100	000000000111	0	0	0
111111111000	000000000000	100	111111111000	0	0	0
111111111001	000000000000	100	111111111001	0	0	0
111111111010	000000000000	100	111111111010	0	0	0
111111111011	000000000000	100	111111111011	0	0	0
111111111100	000000000000	100	111111111100	0	0	0
111111111101	000000000000	100	111111111101	0	0	0
111111111110	000000000000	100	111111111110	0	0	0
111111111111	000000000000	100	111111111111	0	0	0
000000000000	000000000001	100	000000000001	0	0	0
000000000001	000000000001	100	000000000010	0	0	0
000000000010	000000000001	100	000000000011	0	0	0
000000000011	000000000001	100	000000000100	0	0	0
000000000100	000000000001	100	000000000101	0	0	0
000000000101	000000000001	100	000000000110	0	0	0
000000000110	000000000001	100	000000000111	0	0	0
000000000111	000000000001	100	000000001000	0	0	0
111111111000	000000000001	100	111111111001	0	0	0
111111111001	000000000001	100	111111111010	0	0	0
111111111010	000000000001	100	111111111011	0	0	0
111111111011	000000000001	100	111111111100	0	0	0
111111111100	000000000001	100	111111111101	0	0	0
111111111101	000000000001	100	111111111110	0	0	0
111111111110	000000000001	100	111111111111	0	0	0
111111111111	000000000001	100	000000000000	0	1	1
000000000000	000000000010	100	000000000010	0	0	0
000000000001	000000000010	100	000000000011	0	0	0
000000000010	000000000010	100	000000000100	0	0	0
000000000011	000000000010	100	000000000101	0	0	0
000000000100	000000000010	100	000000000110	0	0	0
000000000101	000000000010	100	000000000111	0	0	0
000000000110	000000000010	100	000000001000	0	0	0
000000000111	000000000010	100	000000001001	0	0	0
111111111000	000000000010	100	111111111010	0	0	0
111111111001	000000000010	100	111111111011	0	0	0
111111111010	000000000010	100	111111111100	0	0	0
111111111011	000000000010	100	111111111101	0	0	0
111111111100	000000000010	100	111111111110	0	0	0
111111111101	000000000010	100	111111111111	0	0	0
111111111110	000000000010	100	000000000000	0	1	1
111111111111	000000000010	100	000000000001	0	1	0
000000000000	000000000011	100	000000000011	0	0	0
000000000001	000000000011	100	000000000100	0	0	0
000000000010	000000000011	100	000000000101	0	0	0
000000000011	000000000011	100	000000000110	0	0	0
000000000100	000000000011	100	000000000111	0	0	0
000000000101	000000000011	100	000000001000	0	0	0
000000000110	000000000011	100	000000001001	0	0	0
000000000111	000000000011	100	000000001010	0	0	0
111111111000	000000000011	100	111111111011	0	0	0
111111111001	000000000011	100	111111111100	0	0	0
111111111010	000000000011	100	111111111101	0	0	0
111111111011	000000000011	100	111111111110	0	0	0
111111111100	000000000011	100	111111111111	0	0	0
111111111101	000000000011	100	000000000000	0	1	1
111111111110	000000000011	100	000000000001	0	1	0
111111111111	000000000011	100	000000000010	0	1	0
000000000000	000000000100	100	000000000100	0	0	0
000000000001	000000000100	100	000000000101	0	0	0
000000000010	000000000100	100	000000000110	0	0	0
000000000011	000000000100	100	000000000111	0	0	0
000000000100	000000000100	100	000000001000	0	0	0
000000000101	000000000100	100	000000001001	0	0	0
000000000110	000000000100	100	000000001010	0	0	0
000000000111	000000000100	100	000000001011	0	0	0
111111111000	000000000100	100	111111111100	0	0	0
111111111001	000000000100	100	111111111101	0	0	0
111111111010	000000000100	100	111111111110	0	0	0
111111111011	000000000100	100	111111111111	0	0	0
111111111100	000000000100	100	000000000000	0	1	1
111111111101	000000000100	100	000000000001	0	1	0
111111111110	000000000100	100	000000000010	0	1	0
111111111111	000000000100	100	000000000011	0	1	0
000000000000	000000000101	100	000000000101	0	0	0
000000000001	000000000101	100	000000000110	0	0	0
000000000010	000000000101	100	000000000111	0	0	0
000000000011	000000000101	100	000000001000	0	0	0
000000000100	000000000101	100	000000001001	0	0	0
000000000101	000000000101	100	000000001010	0	0	0
000000000110	000000000101	100	000000001011	0	0	0
000000000111	000000000101	100	000000001100	0	0	0
111111111000	000000000101	100	111111111101	0	0	0
111111111001	000000000101	100	111111111110	0	0	0
111111111010	000000000101	100	111111111111	0	0	0
111111111011	000000000101	100	000000000000	0	1	1
111111111100	000000000101	100	000000000001	0	1	0
111111111101	000000000101	100	000000000010	0	1	0
111111111110	000000000101	100	000000000011	0	1	0
111111111111	000000000101	100	000000000100	0	1	0
000000000000	000000000110	100	000000000110	0	0	0
000000000001	000000000110	100	000000000111	0	0	0
000000000010	000000000110	100	000000001000	0	0	0
000000000011	000000000110	100	000000001001	0	0	0
000000000100	000000000110	100	000000001010	0	0	0
000000000101	000000000110	100	000000001011	0	0	0
000000000110	000000000110	100	000000001100	0	0	0
000000000111	000000000110	100	000000001101	0	0	0
111111111000	000000000110	100	111111111110	0	0	0
111111111001	000000000110	100	111111111111	0	0	0
111111111010	000000000110	100	000000000000	0	1	1
111111111011	000000000110	100	000000000001	0	1	0
111111111100	000000000110	100	000000000010	0	1	0
111111111101	000000000110	100	000000000011	0	1	0
111111111110	000000000110	100	000000000100	0	1	0
111111111111	000000000110	100	000000000101	0	1	0
000000000000	000000000111	100	000000000111	0	0	0
000000000001	000000000111	100	000000001000	0	0	0
000000000010	000000000111	100	000000001001	0	0	0
000000000011	000000000111	100	000000001010	0	0	0
000000000100	000000000111	100	000000001011	0	0	0
000000000101	000000000111	100	000000001100	0	0	0
000000000110	000000000111	100	000000001101	0	0	0
000000000111	000000000111	100	000000001110	0	0	0
111111111000	000000000111	100	111111111111	0	0	0
111111111001	000000000111	100	000000000000	0	1	1
111111111010	000000000111	100	000000000001	0	1	0
111111111011	000000000111	100	000000000010	0	1	0
111111111100	000000000111	100	000000000011	0	1	0
111111111101	000000000111	100	000000000100	0	1	0
111111111110	000000000111	100	000000000101	0	1	0
111111111111	000000000111	100	000000000110	0	1	0
000000000000	111111111000	100	111111111000	0	0	0
000000000001	111111111000	100	111111111001	0	0	0
000000000010	111111111000	100	111111111010	0	0	0
000000000011	111111111000	100	111111111011	0	0	0
000000000100	111111111000	100	111111111100	0	0	0
000000000101	111111111000	100	111111111101	0	0	0
000000000110	111111111000	100	111111111110	0	0	0
000000000111	111111111000	100	111111111111	0	0	0
111111111000	111111111000	100	111111110000	0	1	0
111111111001	111111111000	100	111111110001	0	1	0
111111111010	111111111000	100	111111110010	0	1	0
111111111011	111111111000	100	111111110011	0	1	0
111111111100	111111111000	100	111111110100	0	1	0
111111111101	111111111000	100	111111110101	0	1	0
111111111110	111111111000	100	111111110110	0	1	0
111111111111	111111111000	100	111111110111	0	1	0
000000000000	111111111001	100	111111111001	0	0	0
000000000001	111111111001	100	111111111010	0	0	0
000000000010	111111111001	100	111111111011	0	0	0
000000000011	111111111001	100	111111111100	0	0	0
000000000100	111111111001	100	111111111101	0	0	0
000000000101	111111111001	100	111111111110	0	0	0
000000000110	111111111001	100	111111111111	0	0	0
000000000111	111111111001	100	000000000000	0	1	1
111111111000	111111111001	100	111111110001	0	1	0
111111111001	111111111001	100	111111110010	0	1	0
111111111010	111111111001	100	111111110011	0	1	0
111111111011	111111111001	100	111111110100	0	1	0
111111111100	111111111001	100	111111110101	0	1	0
111111111101	111111111001	100	111111110110	0	1	0
111111111110	111111111001	100	111111110111	0	1	0
111111111111	111111111001	100	111111111000	0	1	0
000000000000	111111111010	100	111111111010	0	0	0
000000000001	111111111010	100	111111111011	0	0	0
000000000010	111111111010	100	111111111100	0	0	0
000000000011	111111111010	100	111111111101	0	0	0
000000000100	111111111010	100	111111111110	0	0	0
000000000101	111111111010	100	111111111111	0	0	0
000000000110	111111111010	100	000000000000	0	1	1
000000000111	111111111010	100	000000000001	0	1	0
111111111000	111111111010	100	111111110010	0	1	0
111111111001	111111111010	100	111111110011	0	1	0
111111111010	111111111010	100	111111110100	0	1	0
111111111011	111111111010	100	111111110101	0	1	0
111111111100	111111111010	100	111111110110	0	1	0
111111111101	111111111010	100	111111110111	0	1	0
111111111110	111111111010	100	111111111000	0	1	0
111111111111	111111111010	100	111111111001	0	1	0
000000000000	111111111011	100	111111111011	0	0	0
000000000001	111111111011	100	111111111100	0	0	0
000000000010	111111111011	100	111111111101	0	0	0
000000000011	111111111011	100	111111111110	0	0	0
000000000100	111111111011	100	111111111111	0	0	0
000000000101	111111111011	100	000000000000	0	1	1
000000000110	111111111011	100	000000000001	0	1	0
000000000111	111111111011	100	000000000010	0	1	0
111111111000	111111111011	100	111111110011	0	1	0
111111111001	111111111011	100	111111110100	0	1	0
111111111010	111111111011	100	111111110101	0	1	0
111111111011	111111111011	100	111111110110	0	1	0
