"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","tot"
"251",251,"2011-09-08",3,0,9,0,4,1,3,21.793911,20.653826,0.939565,12.914116,153,1689,1842
"252",252,"2011-09-09",3,0,9,0,5,1,2,22.55,22.210436,0.897917,8.333393,417,3127,3544
"253",253,"2011-09-10",3,0,9,0,6,0,1,23.02,24.125492,0.75375,10.291736,1750,3595,5345
"254",254,"2011-09-11",3,0,9,0,0,0,1,22.706651,24.209114,0.71375,7.708618,1633,3413,5046
"255",255,"2011-09-12",3,0,9,0,1,1,1,22.284356,23.74058,0.692174,5.957171,690,4023,4713
"256",256,"2011-09-13",3,0,9,0,2,1,1,22.589151,23.834564,0.7125,9.500868,701,4062,4763
"257",257,"2011-09-14",3,0,9,0,3,1,1,23.646651,25.3754,0.697083,11.2091,647,4138,4785
"258",258,"2011-09-15",3,0,9,0,4,1,2,19.1425,20.542286,0.709167,18.166782,428,3231,3659
"259",259,"2011-09-16",3,0,9,0,5,1,2,14.050849,14.45735,0.590417,11.000261,742,4018,4760
"260",260,"2011-09-17",3,0,9,0,6,0,2,15.108349,15.581792,0.718333,12.708225,1434,3077,4511
"261",261,"2011-09-18",3,0,9,0,0,0,1,15.8525,16.375442,0.695,11.958361,1353,2921,4274
"262",262,"2011-09-19",3,0,9,0,1,1,2,17.810849,18.95855,0.69,10.166714,691,3848,4539
"263",263,"2011-09-20",3,0,9,0,2,1,2,18.398349,19.126322,0.88125,9.041918,438,3203,3641
"264",264,"2011-09-21",3,0,9,0,3,1,2,19.965,20.335178,0.9,6.4590814,539,3813,4352
"265",265,"2011-09-22",3,0,9,0,4,1,2,21.531651,20.627558,0.902083,8.584375,555,4240,4795
"266",266,"2011-09-23",4,0,9,0,5,1,2,20.630849,18.46025,0.9725,5.2505689,258,2137,2395
"267",267,"2011-09-24",4,0,9,0,6,0,2,20.513349,21.251192,0.8625,5.2516811,1776,3647,5423
"268",268,"2011-09-25",4,0,9,0,0,0,2,21.805849,21.794042,0.845,3.3754064,1544,3466,5010
"269",269,"2011-09-26",4,0,9,0,1,1,2,22.510849,22.876772,0.848333,7.4169,684,3946,4630
"270",270,"2011-09-27",4,0,9,0,2,1,2,21.923349,21.91865,0.885417,7.917457,477,3643,4120
"271",271,"2011-09-28",4,0,9,0,3,1,2,21.845,21.960428,0.84875,9.958143,480,3427,3907
"272",272,"2011-09-29",4,0,9,0,4,1,1,20.983349,21.917792,0.699167,11.583161,653,4186,4839
"273",273,"2011-09-30",4,0,9,0,5,1,1,18.515849,19.958714,0.6475,13.833825,830,4372,5202
"274",274,"2011-10-01",4,0,10,0,6,0,2,11.27,11.248958,0.75375,19.583832,480,1949,2429
"275",275,"2011-10-02",4,0,10,0,0,0,2,8.763349,6.790922,0.791667,14.874871,616,2302,2918
"276",276,"2011-10-03",4,0,10,0,1,1,2,10.055849,9.875036,0.760833,5.5841686,330,3240,3570
"277",277,"2011-10-04",4,0,10,0,2,1,1,14.755849,15.208628,0.71,13.792218,486,3970,4456
"278",278,"2011-10-05",4,0,10,0,3,1,1,17.301651,18.791108,0.647917,11.87575,559,4267,4826
"279",279,"2011-10-06",4,0,10,0,4,1,1,15.225849,15.70805,0.620833,9.041918,639,4126,4765
"280",280,"2011-10-07",4,0,10,0,5,1,1,16.009151,17.290664,0.684167,1.5002439,949,4036,4985
"281",281,"2011-10-08",4,0,10,0,6,0,1,16.518349,17.873972,0.70125,3.0420814,2235,3174,5409
"282",282,"2011-10-09",4,0,10,0,0,0,1,17.419151,18.582878,0.7275,4.25115,2397,3114,5511
"283",283,"2011-10-10",4,0,10,1,1,0,1,18.829151,19.83305,0.73375,2.8343814,1514,3603,5117
"284",284,"2011-10-11",4,0,10,0,2,1,2,18.633349,20.042336,0.80875,9.583814,667,3896,4563
"285",285,"2011-10-12",4,0,10,0,3,1,3,17.536651,18.169322,0.90625,16.62605,217,2199,2416
"286",286,"2011-10-13",4,0,10,0,4,1,2,19.690849,20.419064,0.896667,9.499729,290,2623,2913
"287",287,"2011-10-14",4,0,10,0,5,1,2,17.889151,18.95855,0.71625,15.000161,529,3115,3644
"288",288,"2011-10-15",4,0,10,0,6,0,1,15.813349,16.91585,0.483333,17.291561,1899,3318,5217
"289",289,"2011-10-16",4,0,10,0,0,0,1,16.048349,17.208164,0.486667,18.875039,1748,3293,5041
"290",290,"2011-10-17",4,0,10,0,1,1,1,17.105849,17.70785,0.579583,11.750393,713,3857,4570
"291",291,"2011-10-18",4,0,10,0,2,1,2,17.0275,18.499586,0.701667,7.375829,637,4111,4748
"292",292,"2011-10-19",4,0,10,0,3,1,3,17.461733,17.913968,0.895217,16.303713,254,2170,2424
"293",293,"2011-10-20",4,0,10,0,4,1,1,14.364151,14.79065,0.63625,28.292425,471,3724,4195
"294",294,"2011-10-21",4,0,10,0,5,1,1,12.0925,11.957336,0.574167,14.833532,676,3628,4304
"295",295,"2011-10-22",4,0,10,0,6,0,1,11.8575,12.082472,0.629167,6.2086689,1499,2809,4308
"296",296,"2011-10-23",4,0,10,0,0,0,1,11.818349,11.873978,0.74125,6.6673375,1619,2762,4381
"297",297,"2011-10-24",4,0,10,0,1,1,1,13.776651,14.166422,0.772083,7.959064,699,3488,4187
"298",298,"2011-10-25",4,0,10,0,2,1,1,14.168349,14.58275,0.622917,11.166086,695,3992,4687
"299",299,"2011-10-26",4,0,10,0,3,1,2,14.755849,15.207836,0.720417,9.959014,404,3490,3894
"300",300,"2011-10-27",4,0,10,0,4,1,2,14.09,14.165036,0.812917,13.250121,240,2419,2659
"301",301,"2011-10-28",4,0,10,0,5,1,2,7.549151,5.041592,0.585833,15.375093,456,3291,3747
"302",302,"2011-10-29",4,0,10,0,6,0,3,3.945849,-0.957742,0.8825,23.541857,57,570,627
"303",303,"2011-10-30",4,0,10,0,0,0,1,7.000849,5.207714,0.62375,11.833339,885,2446,3331
"304",304,"2011-10-31",4,0,10,0,1,1,1,7.98,7.500158,0.703333,7.12545,362,3307,3669
"305",305,"2011-11-01",4,0,11,0,2,1,1,10.839151,10.207808,0.68375,9.083257,410,3658,4068
"306",306,"2011-11-02",4,0,11,0,3,1,1,9.7425,9.748778,0.71875,5.5001439,370,3816,4186
"307",307,"2011-11-03",4,0,11,0,4,1,1,11.191651,10.790786,0.702083,9.166739,318,3656,3974
"308",308,"2011-11-04",4,0,11,0,5,1,2,10.956651,10.623872,0.6225,18.209193,470,3576,4046
"309",309,"2011-11-05",4,0,11,0,6,0,1,7.353349,5.374364,0.519167,12.667154,1156,2770,3926
"310",310,"2011-11-06",4,0,11,0,0,0,1,8.371651,7.915628,0.734583,6.1676314,952,2697,3649
"311",311,"2011-11-07",4,0,11,0,1,1,1,10.565,10.457486,0.75875,3.834075,373,3662,4035
"312",312,"2011-11-08",4,0,11,0,2,1,1,11.191651,11.208236,0.721667,4.6255125,376,3829,4205
"313",313,"2011-11-09",4,0,11,0,3,1,1,10.8,10.999214,0.758333,4.1671186,305,3804,4109
"314",314,"2011-11-10",4,0,11,0,4,1,2,9.86,8.665586,0.813333,12.667489,190,2743,2933
"315",315,"2011-11-11",4,0,11,1,5,0,1,7.235849,4.249922,0.44625,21.083225,440,2928,3368
"316",316,"2011-11-12",4,0,11,0,6,0,1,8.763349,7.624172,0.552917,14.208154,1275,2792,4067
"317",317,"2011-11-13",4,0,11,0,0,0,1,12.719151,12.4163,0.458333,18.875307,1004,2713,3717
"318",318,"2011-11-14",4,0,11,0,1,1,1,16.91,18.624392,0.587083,20.541932,595,3891,4486
"319",319,"2011-11-15",4,0,11,0,2,1,2,16.91,17.500214,0.68875,13.375411,449,3746,4195
"320",320,"2011-11-16",4,0,11,0,3,1,3,13.463349,13.831208,0.93,9.167543,145,1672,1817
"321",321,"2011-11-17",4,0,11,0,4,1,2,8.058349,5.332586,0.575833,20.459254,139,2914,3053
"322",322,"2011-11-18",4,0,11,0,5,1,1,4.885849,1.999586,0.41,11.291711,245,3147,3392
"323",323,"2011-11-19",4,0,11,0,6,0,1,7.470849,5.415878,0.502083,15.041232,943,2720,3663
"324",324,"2011-11-20",4,0,11,0,0,0,2,13.776651,14.165828,0.684583,12.45865,787,2733,3520
"325",325,"2011-11-21",4,0,11,0,1,1,3,13.0325,13.374092,0.91,9.249618,220,2545,2765
"326",326,"2011-11-22",4,0,11,0,2,1,3,11.583349,11.831936,0.9625,7.959064,69,1538,1607
"327",327,"2011-11-23",4,0,11,0,3,1,2,12.719151,12.415442,0.757917,22.500275,112,2454,2566
"328",328,"2011-11-24",4,0,11,1,4,0,1,9.546651,8.583086,0.549167,11.209368,560,935,1495
"329",329,"2011-11-25",4,0,11,0,5,1,1,9.625,9.124286,0.64375,6.6260186,1095,1697,2792
"330",330,"2011-11-26",4,0,11,0,6,0,1,9.664151,9.415742,0.681667,4.5841936,1249,1819,3068
"331",331,"2011-11-27",4,0,11,0,0,0,1,13.580849,14.0828,0.698333,13.999918,810,2261,3071
"332",332,"2011-11-28",4,0,11,0,1,1,1,15.663466,16.348052,0.743043,9.522174,253,3614,3867
"333",333,"2011-11-29",4,0,11,0,2,1,2,13.541651,13.79075,0.830833,17.292164,96,2818,2914
"334",334,"2011-11-30",4,0,11,0,3,1,1,7.275,4.540586,0.613333,18.167586,188,3425,3613
"335",335,"2011-12-01",4,0,12,0,4,1,1,6.6875,4.166564,0.524583,14.750586,182,3545,3727
"336",336,"2011-12-02",4,0,12,0,5,1,1,6.765849,5.874578,0.625833,6.750518,268,3672,3940
"337",337,"2011-12-03",4,0,12,0,6,0,1,6.060849,4.499864,0.612917,6.4174811,706,2908,3614
"338",338,"2011-12-04",4,0,12,0,0,0,1,7.549151,7.0406,0.775833,5.6252061,634,2851,3485
"339",339,"2011-12-05",4,0,12,0,1,1,2,10.134151,9.99905,0.827083,4.1679561,233,3578,3811
"340",340,"2011-12-06",4,0,12,0,2,1,3,13.7375,14.1224,0.949583,15.583061,126,2468,2594
"341",341,"2011-12-07",4,0,12,0,3,1,3,11.27,10.416236,0.970417,17.833725,50,655,705
"342",342,"2011-12-08",4,0,12,0,4,1,1,4.494151,0.957908,0.58,16.083886,150,3172,3322
"343",343,"2011-12-09",4,0,12,0,5,1,1,5.669151,4.957772,0.695833,5.5420189,261,3359,3620
"344",344,"2011-12-10",4,0,12,0,6,0,1,4.925,1.583192,0.5075,15.625807,502,2688,3190
"345",345,"2011-12-11",4,0,12,0,0,0,1,2.379151,0.708164,0.49,4.4582939,377,2366,2743
"346",346,"2011-12-12",4,0,12,0,1,1,1,3.201651,1.832936,0.670833,4.25115,143,3167,3310
"347",347,"2011-12-13",4,0,12,0,2,1,1,5.2775,3.875108,0.59,9.41685,155,3368,3523
"348",348,"2011-12-14",4,0,12,0,3,1,2,6.9225,6.331892,0.66375,4.0842061,178,3562,3740
"349",349,"2011-12-15",4,0,12,0,4,1,2,11.8575,11.207642,0.634167,17.958814,181,3528,3709
"350",350,"2011-12-16",4,0,12,0,5,1,2,9.625,7.74845,0.500417,17.458525,178,3399,3577
"351",351,"2011-12-17",4,0,12,0,6,0,2,4.141651,0.458486000000001,0.560833,16.292189,275,2464,2739
"352",352,"2011-12-18",4,0,12,0,0,0,1,3.201651,0.208213999999998,0.58625,11.375193,220,2211,2431
"353",353,"2011-12-19",4,0,12,0,1,1,1,5.003349,2.541578,0.6375,11.584032,260,3143,3403
"354",354,"2011-12-20",4,0,12,0,2,1,2,10.134151,10.165964,0.595417,4.1252436,216,3534,3750
"355",355,"2011-12-21",1,0,12,0,3,1,2,12.131651,12.249122,0.858333,14.8338,107,2553,2660
"356",356,"2011-12-22",1,0,12,0,4,1,2,11.896651,12.123986,0.7575,3.167425,227,2841,3068
"357",357,"2011-12-23",1,0,12,0,5,1,1,9.546651,8.915858,0.68625,18.374482,163,2046,2209
"358",358,"2011-12-24",1,0,12,0,6,0,1,6.2175,3.749972,0.5425,12.750368,155,856,1011
"359",359,"2011-12-25",1,0,12,0,0,0,1,4.914801,2.477426,0.681304,10.391097,303,451,754
"360",360,"2011-12-26",1,0,12,1,1,0,1,7.121733,4.82531,0.506957,16.044155,430,887,1317
"361",361,"2011-12-27",1,0,12,0,2,1,2,7.275,5.623778,0.7625,12.62615,103,1059,1162
"362",362,"2011-12-28",1,0,12,0,3,1,1,6.05911,2.478284,0.503913,19.695387,255,2047,2302
"363",363,"2011-12-29",1,0,12,0,4,1,1,3.671651,1.416872,0.574167,8.000604,254,2169,2423
"364",364,"2011-12-30",1,0,12,0,5,1,1,6.648349,5.041592,0.636667,9.000579,491,2508,2999
"365",365,"2011-12-31",1,0,12,0,6,0,1,11.27,11.331986,0.615833,14.750318,665,1820,2485
"366",366,"2012-01-01",1,1,1,0,0,0,1,9.39,8.790986,0.6925,12.875189,686,1608,2294
"367",367,"2012-01-02",1,1,1,1,1,0,1,4.833021,0.652063999999999,0.381304,22.087555,244,1707,1951
"368",368,"2012-01-03",1,1,1,0,2,1,1,-0.95,-7.66585,0.44125,24.499957,89,2147,2236
"369",369,"2012-01-04",1,1,1,0,3,1,2,-2.9475,-8.123758,0.414583,12.3749,95,2273,2368
"370",370,"2012-01-05",1,1,1,0,4,1,1,4.494151,2.375192,0.524167,8.709129,140,3132,3272
"371",371,"2012-01-06",1,1,1,0,5,1,1,7.705849,6.457622,0.542083,11.249836,307,3791,4098
"372",372,"2012-01-07",1,1,1,0,6,0,1,10.486651,9.791414,0.531667,11.708786,1070,3451,4521
"373",373,"2012-01-08",1,1,1,0,0,0,1,7.8625,6.457028,0.465,12.833314,599,2826,3425
"374",374,"2012-01-09",1,1,1,0,1,1,2,2.535849,0.333614000000001,0.701667,6.6263,106,2270,2376
"375",375,"2012-01-10",1,1,1,0,2,1,1,6.508712,5.042516,0.646522,12.565984,173,3425,3598
"376",376,"2012-01-11",1,1,1,0,3,1,2,4.885849,2.666186,0.8475,8.791807,92,2085,2177
"377",377,"2012-01-12",1,1,1,0,4,1,2,9.9775,9.207908,0.802917,12.124789,269,3828,4097
"378",378,"2012-01-13",1,1,1,0,5,1,1,4.885849,0.457892000000001,0.5075,25.333236,174,3040,3214
"379",379,"2012-01-14",1,1,1,0,6,0,1,0.459999999999999,-3.916258,0.4575,12.541261,333,2160,2493
"380",380,"2012-01-15",1,1,1,0,0,0,1,-0.166651,-5.33275,0.419167,16.834286,284,2027,2311
"381",381,"2012-01-16",1,1,1,1,1,0,1,0.93,-3.416242,0.5225,15.500986,217,2081,2298
"382",382,"2012-01-17",1,1,1,0,2,1,2,9.533021,8.042348,0.716087,23.39171,127,2808,2935
"383",383,"2012-01-18",1,1,1,0,3,1,1,6.256651,2.166764,0.443333,27.833743,109,3267,3376
"384",384,"2012-01-19",1,1,1,0,4,1,1,0.93,-3.457492,0.4975,14.750586,130,3162,3292
"385",385,"2012-01-20",1,1,1,0,5,1,2,2.2225,-1.416772,0.45,13.58425,115,3048,3163
"386",386,"2012-01-21",1,1,1,0,6,0,2,0.146650999999999,-4.45825,0.83125,14.917014,67,1234,1301
"387",387,"2012-01-22",1,1,1,0,0,0,2,-0.3625,-5.2915,0.79625,13.375746,196,1781,1977
"388",388,"2012-01-23",1,1,1,0,1,1,2,2.261651,0.0418279999999989,0.91125,7.417436,145,2287,2432
"389",389,"2012-01-24",1,1,1,0,2,1,1,8.0975,7.041128,0.835833,8.292389,439,3900,4339
"390",390,"2012-01-25",1,1,1,0,3,1,1,5.825849,3.458186,0.64375,10.791757,467,3803,4270
"391",391,"2012-01-26",1,1,1,0,4,1,2,8.058349,7.4993,0.769583,4.9175186,244,3831,4075
"392",392,"2012-01-27",1,1,1,0,5,1,2,11.975,11.415278,0.74125,22.958689,269,3187,3456
"393",393,"2012-01-28",1,1,1,0,6,0,1,6.844151,5.541014,0.543333,14.125543,775,3248,4023
"394",394,"2012-01-29",1,1,1,0,0,0,1,5.2775,1.999586,0.31125,16.08335,558,2685,3243
"395",395,"2012-01-30",1,1,1,0,1,1,1,4.650849,1.33325,0.400833,14.458064,126,3498,3624
"396",396,"2012-01-31",1,1,1,0,2,1,1,10.33,9.166922,0.416667,17.541739,324,4185,4509
"397",397,"2012-02-01",1,1,2,0,3,1,1,14.050849,14.791508,0.507917,12.667489,304,4275,4579
"398",398,"2012-02-02",1,1,2,0,4,1,2,10.760849,10.332086,0.672917,12.541529,190,3571,3761
"399",399,"2012-02-03",1,1,2,0,5,1,1,6.726651,4.416836,0.526667,11.959232,310,3841,4151
"400",400,"2012-02-04",1,1,2,0,6,0,2,4.415849,1.99985,0.779583,8.167032,384,2448,2832
"401",401,"2012-02-05",1,1,2,0,0,0,2,4.494151,1.458386,0.687917,11.791732,318,2629,2947
"402",402,"2012-02-06",1,1,2,0,1,1,1,5.282623,3.564116,0.622174,10.3046,206,3578,3784
"403",403,"2012-02-07",1,1,2,0,2,1,1,8.645849,7.832864,0.49625,9.874393,199,4176,4375
"404",404,"2012-02-08",1,1,2,0,3,1,2,4.063349,1.583786,0.722917,8.959307,109,2693,2802
"405",405,"2012-02-09",1,1,2,0,4,1,1,4.455,1.291208,0.562083,13.000479,163,3667,3830
"406",406,"2012-02-10",1,1,2,0,5,1,2,5.199151,3.374828,0.54,7.834243,227,3604,3831
"407",407,"2012-02-11",1,1,2,0,6,0,3,2.535849,-2.082778,0.73125,19.416332,192,1977,2169
"408",408,"2012-02-12",1,1,2,0,0,0,1,-2.0075,-9.290572,0.464583,27.417204,73,1456,1529
"409",409,"2012-02-13",1,1,2,0,1,1,1,2.4575,-0.957742,0.41125,11.207961,94,3328,3422
"410",410,"2012-02-14",1,1,2,0,2,1,2,7.000849,6.040436,0.50875,9.458993,135,3787,3922
"411",411,"2012-02-15",1,1,2,0,3,1,1,8.371651,7.207514,0.53125,12.1672,141,4028,4169
"412",412,"2012-02-16",1,1,2,0,4,1,2,6.883349,5.790692,0.752917,6.125475,74,2931,3005
"413",413,"2012-02-17",1,1,2,0,5,1,1,8.136651,7.207514,0.634583,13.791682,349,3805,4154
"414",414,"2012-02-18",1,1,2,0,6,0,1,8.293349,7.45805,0.534583,12.792243,1435,2883,4318
"415",415,"2012-02-19",1,1,2,0,0,0,2,5.16,1.542008,0.515833,16.958504,618,2071,2689
"416",416,"2012-02-20",1,1,2,1,1,0,1,5.16,2.043806,0.507826,15.348561,502,2627,3129
"417",417,"2012-02-21",1,1,2,0,2,1,1,5.527822,3.477458,0.594348,13.783039,163,3614,3777
"418",418,"2012-02-22",1,1,2,0,3,1,1,10.604151,9.916022,0.567917,15.709557,394,4379,4773
"419",419,"2012-02-23",1,1,2,0,4,1,1,13.345849,13.333436,0.554583,12.791171,516,4546,5062
"420",420,"2012-02-24",1,1,2,0,5,1,2,11.1525,11.124086,0.7375,15.916989,246,3241,3487
"421",421,"2012-02-25",1,1,2,0,6,0,1,5.669151,0.874549999999999,0.395833,28.250014,317,2415,2732
"422",422,"2012-02-26",1,1,2,0,0,0,1,5.120849,1.708328,0.41,13.750343,515,2874,3389
"423",423,"2012-02-27",1,1,2,0,1,1,1,9.233349,7.624964,0.490833,17.958211,253,4069,4322
"424",424,"2012-02-28",1,1,2,0,2,1,1,8.880849,7.33265,0.395833,12.958939,229,4134,4363
"425",425,"2012-02-29",1,1,2,0,3,1,2,8.184356,6.99902,0.804783,12.000839,65,1769,1834
"426",426,"2012-03-01",1,1,3,0,4,1,1,14.834151,15.374486,0.615417,15.208129,325,4665,4990
"427",427,"2012-03-02",1,1,3,0,5,1,2,8.606651,7.749572,0.657083,9.708568,246,2948,3194
"428",428,"2012-03-03",1,1,3,0,6,0,2,11.465849,11.290472,0.62125,10.792293,956,3110,4066
"429",429,"2012-03-04",1,1,3,0,0,0,1,7.314151,3.999386,0.403333,22.416257,710,2713,3423
"430",430,"2012-03-05",1,1,3,0,1,1,1,3.436651,-0.0827140000000011,0.50625,15.333486,203,3130,3333
"431",431,"2012-03-06",1,1,3,0,2,1,1,4.141651,0.832771999999999,0.456667,13.458625,221,3735,3956
"432",432,"2012-03-07",1,1,3,0,3,1,1,10.995849,9.4166,0.513333,23.167193,432,4484,4916
"433",433,"2012-03-08",1,1,3,0,4,1,1,16.7925,18.623864,0.5675,29.584721,486,4896,5382
"434",434,"2012-03-09",1,1,3,0,5,1,2,11.309151,10.207478,0.407083,27.7916,447,4122,4569
"435",435,"2012-03-10",1,1,3,0,6,0,1,5.5125,2.332622,0.350417,15.12525,968,3150,4118
"436",436,"2012-03-11",1,1,3,0,0,0,1,9.001733,7.73822,0.476957,14.913329,1658,3253,4911
"437",437,"2012-03-12",1,1,3,0,1,1,1,13.933349,14.333072,0.489167,13.916771,838,4460,5298
"438",438,"2012-03-13",1,1,3,0,2,1,1,18.555,19.833314,0.6175,15.87565,762,5085,5847
"439",439,"2012-03-14",1,1,3,0,3,1,1,18.9075,20.208722,0.507083,7.709154,997,5315,6312
"440",440,"2012-03-15",1,1,3,0,4,1,1,18.2025,19.16645,0.579583,10.042161,1005,5187,6192
"441",441,"2012-03-16",1,1,3,0,5,1,2,12.484151,12.791114,0.842083,7.583864,548,3830,4378
"442",442,"2012-03-17",1,1,3,0,6,0,2,16.165849,17.333036,0.755833,7.417168,3155,4681,7836
"443",443,"2012-03-18",1,1,3,0,0,0,2,14.2075,14.624,0.81,8.501161,2207,3685,5892
"444",444,"2012-03-19",1,1,3,0,1,1,1,17.615,19.166186,0.72875,10.875239,982,5171,6153
"445",445,"2012-03-20",1,1,3,0,2,1,1,18.359151,19.543178,0.807917,8.125157,1051,5042,6093
"446",446,"2012-03-21",2,1,3,0,3,1,2,16.988349,17.875028,0.82125,6.0004061,1122,5108,6230
"447",447,"2012-03-22",2,1,3,0,4,1,1,18.045849,19.083422,0.83125,7.876654,1334,5537,6871
"448",448,"2012-03-23",2,1,3,0,5,1,2,20.278349,21.624422,0.694167,7.7921,2469,5893,8362
"449",449,"2012-03-24",2,1,3,0,6,0,2,15.6175,16.124378,0.885417,12.916461,1033,2339,3372
"450",450,"2012-03-25",2,1,3,0,0,0,2,12.5625,12.874208,0.880833,14.791925,1532,3464,4996
"451",451,"2012-03-26",2,1,3,0,1,1,1,12.954151,12.9575,0.477917,25.917007,795,4763,5558
"452",452,"2012-03-27",2,1,3,0,2,1,1,7.196651,4.833164,0.29,12.541864,531,4571,5102
"453",453,"2012-03-28",2,1,3,0,3,1,1,14.755849,15.0827,0.48125,19.541957,674,5024,5698
"454",454,"2012-03-29",2,1,3,0,4,1,1,15.225849,15.832064,0.439167,21.41655,834,5299,6133
"455",455,"2012-03-30",2,1,3,0,5,1,2,9.39,8.790986,0.580833,9.250489,796,4663,5459
"456",456,"2012-03-31",2,1,3,0,6,0,2,11.935849,11.832728,0.738333,16.791339,2301,3934,6235
"457",457,"2012-04-01",2,1,4,0,0,0,2,12.014151,11.540942,0.67625,11.541889,2347,3694,6041
"458",458,"2012-04-02",2,1,4,0,1,1,1,12.393911,12.215858,0.504348,20.913313,1208,4728,5936
"459",459,"2012-04-03",2,1,4,0,2,1,1,13.933349,14.457878,0.396667,6.708911,1348,5424,6772
"460",460,"2012-04-04",2,1,4,0,3,1,1,17.458349,19.2077,0.469583,12.125325,1058,5378,6436
"461",461,"2012-04-05",2,1,4,0,4,1,1,12.445,12.456758,0.374167,14.708443,1192,5265,6457
"462",462,"2012-04-06",2,1,4,0,5,1,1,10.956651,9.790622,0.377083,20.125996,1807,4653,6460
"463",463,"2012-04-07",2,1,4,0,6,0,1,12.5625,12.124514,0.254167,18.416357,3252,3605,6857
"464",464,"2012-04-08",2,1,4,0,0,0,1,15.5,16.50005,0.275833,15.583932,2230,2939,5169
"465",465,"2012-04-09",2,1,4,0,1,1,1,14.990849,15.458108,0.3175,23.999132,905,4680,5585
"466",466,"2012-04-10",2,1,4,0,2,1,1,12.993349,12.791378,0.435,16.708125,819,5099,5918
"467",467,"2012-04-11",2,1,4,0,3,1,1,8.388712,6.260084,0.469565,19.783358,482,4380,4862
"468",468,"2012-04-12",2,1,4,0,4,1,1,10.6825,9.581864,0.46625,19.458743,663,4746,5409
"469",469,"2012-04-13",2,1,4,0,5,1,1,12.7975,12.499328,0.408333,10.416557,1252,5146,6398
"470",470,"2012-04-14",2,1,4,0,6,0,1,15.265,16.207736,0.502917,12.791439,2795,4665,7460
"471",471,"2012-04-15",2,1,4,0,0,0,1,20.513349,21.87575,0.507917,15.083643,2846,4286,7132
"472",472,"2012-04-16",2,1,4,1,1,0,1,23.215849,24.58505,0.561667,19.083543,1198,5172,6370
"473",473,"2012-04-17",2,1,4,0,2,1,1,20.591651,23.500142,0.390417,18.333143,989,5702,6691
"474",474,"2012-04-18",2,1,4,0,3,1,2,13.776651,14.164508,0.569167,11.250104,347,4020,4367
"475",475,"2012-04-19",2,1,4,0,4,1,1,15.421651,16.541036,0.6125,4.4172564,846,5719,6565
"476",476,"2012-04-20",2,1,4,0,5,1,1,16.753349,18.04115,0.694583,10.041357,1340,5950,7290
"477",477,"2012-04-21",2,1,4,0,6,0,1,18.79,19.832786,0.682917,19.000329,2541,4083,6624
"478",478,"2012-04-22",2,1,4,0,0,0,3,10.643349,9.707264,0.835417,23.084582,120,907,1027
"479",479,"2012-04-23",2,1,4,0,1,1,2,7.118349,3.87425,0.766667,20.334232,195,3019,3214
"480",480,"2012-04-24",2,1,4,0,2,1,1,11.426651,10.748678,0.454167,16.708661,518,5115,5633
"481",481,"2012-04-25",2,1,4,0,3,1,1,14.403349,15.040922,0.427917,7.959064,655,5541,6196
"482",482,"2012-04-26",2,1,4,0,4,1,2,15.421651,15.916478,0.756667,11.833875,475,4551,5026
"483",483,"2012-04-27",2,1,4,0,5,1,1,13.5025,13.874042,0.400833,23.291411,1014,5219,6233
"484",484,"2012-04-28",2,1,4,0,6,0,2,9.703349,8.915264,0.489583,8.708325,1120,3100,4220
"485",485,"2012-04-29",2,1,4,0,0,0,1,13.541651,13.707986,0.587083,7.832836,2229,4075,6304
"486",486,"2012-04-30",2,1,4,0,1,1,2,13.815849,14.207936,0.57,11.499746,665,4907,5572
"487",487,"2012-05-01",2,1,5,0,2,1,2,20.826651,22.083386,0.659583,10.458432,653,5087,5740
"488",488,"2012-05-02",2,1,5,0,3,1,1,18.515849,19.501136,0.797083,9.249886,667,5502,6169
"489",489,"2012-05-03",2,1,5,0,4,1,2,18.32,19.457972,0.768333,8.957632,764,5657,6421
"490",490,"2012-05-04",2,1,5,0,5,1,1,21.4925,23.000522,0.735417,10.916846,1069,5227,6296
"491",491,"2012-05-05",2,1,5,0,6,0,2,21.218349,22.584128,0.756667,10.250464,2496,4387,6883
"492",492,"2012-05-06",2,1,5,0,0,0,2,18.4375,20.084642,0.74,10.041893,2135,4224,6359
"493",493,"2012-05-07",2,1,5,0,1,1,2,17.2625,18.791372,0.664167,15.458307,1008,5265,6273
"494",494,"2012-05-08",2,1,5,0,2,1,2,19.338349,20.793086,0.685833,19.833943,738,4990,5728
"495",495,"2012-05-09",2,1,5,0,3,1,2,19.025,20.49965,0.744167,14.499604,620,4097,4717
"496",496,"2012-05-10",2,1,5,0,4,1,1,15.774151,16.457678,0.552083,21.042221,1026,5546,6572
"497",497,"2012-05-11",2,1,5,0,5,1,1,17.066651,18.374978,0.360417,15.874779,1319,5711,7030
"498",498,"2012-05-12",2,1,5,0,6,0,1,18.515849,19.957922,0.480417,8.249911,2622,4807,7429
"499",499,"2012-05-13",2,1,5,0,0,0,1,20.7875,22.625708,0.57625,15.082839,2172,3946,6118
"500",500,"2012-05-14",2,1,5,0,1,1,2,18.946651,20.2934,0.789583,14.250364,342,2501,2843
"501",501,"2012-05-15",2,1,5,0,2,1,2,20.748349,22.042664,0.794583,9.875264,625,4490,5115
"502",502,"2012-05-16",2,1,5,0,3,1,1,21.923349,23.33435,0.697917,8.208304,991,6433,7424
